BEASTtype	session	playerNr	uniquePlayerNr	period	animalName	actualNAnimals	firstEstimate	observedEstimate	secondEstimate	actualAngle	firstAngle	observedAngle	secondAngle	infoChoice	choice	payoff	A	B	previousChoice	previousPayoff	age	female	IOS	conf1	conf2	conf3	conf4	conf5	conf6	conf7	conf8	conf9	conf10	conf11	indiv1	coll1	coll2	indiv2	indiv3	coll3	coll4	indiv4	orderofTasks
2	2	116	2116	1						127	144	122	135.8																														2
2	2	116	2116	2						67	355	330	355.1																														2
2	2	116	2116	3						326	336	315	334.6																														2
2	2	116	2116	4						229	235	221	230.9																														2
2	2	116	2116	5						199	200	170	200																														2
2	2	116	2116	6											1	21	21	20	NA	NA																							2
2	2	116	2116	7										2	2	29	26	29	1	21																							2
2	2	116	2116	8										2	2	54	41	54	2	29																							2
2	2	116	2116	9										2	2	37	21	37	2	54																							2
2	2	116	2116	10										2	2	47	21	47	2	37																							2
2	2	116	2116	11										2	1	29	29	40	2	47																							2
2	2	116	2116	12										2	2	44	50	44	1	29																							2
2	2	116	2116	13										2	2	27	41	27	2	44																							2
2	2	116	2116	14										2	1	23	23	34	2	27																							2
2	2	116	2116	15										2	2	45	45	45	1	23																							2
2	2	116	2116	16										2	2	16	22	16	2	45																							2
2	2	116	2116	17										2	2	28	29	28	2	16																							2
2	2	116	2116	18										2	2	52	46	52	2	28																							2
2	2	116	2116	19										1	2	48	14	48	2	52																							2
2	2	116	2116	20										2	2	42	37	42	2	48																							2
2	2	116	2116	21	ant	93	80	95	84																																		2
2	2	116	2116	22	bee	78	75	90	75																																		2
2	2	116	2116	23	flamingo	59	60	48	58																																		2
2	2	116	2116	24	crane	74	65	78	65																																		2
2	2	116	2116	25	cricket	69	70	56	70												40	1	3	3	8	4	4	4	4	7	3	7	3	7	8	2	7	8	8	3	2	7	2
2	2	118	2118	1	ant	93	55	65	59																																		4
2	2	118	2118	2	bee	78	65	78	73																																		4
2	2	118	2118	3	flamingo	59	60	48	60																																		4
2	2	118	2118	4	crane	74	70	83	73																																		4
2	2	118	2118	5	cricket	69	57	68	60																																		4
2	2	118	2118	6						127	130	98	118.4																														4
2	2	118	2118	7						67	61	80	63.2																														4
2	2	118	2118	8						326	305	323	310.5																														4
2	2	118	2118	9						229	248	232	244.9																														4
2	2	118	2118	10						199	214	191	205																														4
2	2	118	2118	11											2	35	27	35	NA	NA																							4
2	2	118	2118	12										2	1	24	24	37	2	35																							4
2	2	118	2118	13										2	2	32	17	32	1	24																							4
2	2	118	2118	14										2	2	63	44	63	2	32																							4
2	2	118	2118	15										2	2	33	9	33	2	63																							4
2	2	118	2118	16										2	2	46	10	46	2	33																							4
2	2	118	2118	17										1	2	32	22	32	2	46																							4
2	2	118	2118	18										1	2	31	51	31	2	32																							4
2	2	118	2118	19										2	2	30	39	30	2	31																							4
2	2	118	2118	20										2	2	41	48	41	2	30																							4
2	2	118	2118	21										2	2	21	40	21	2	41																							4
2	2	118	2118	22										2	2	39	21	39	2	21																							4
2	2	118	2118	23										2	2	51	40	51	2	39																							4
2	2	118	2118	24										2	2	43	31	43	2	51																							4
2	2	118	2118	25										2	2	55	18	55	2	43	29	0	5	6	5	3	1	3	1	8	1	7	3	9	5	9	9	5	7	7	8	9	4
2	2	119	2119	1											1	29	29	18	NA	NA																							5
2	2	119	2119	2										2	2	27	51	27	1	29																							5
2	2	119	2119	3										2	2	22	16	22	2	27																							5
2	2	119	2119	4										1	2	50	26	50	2	22																							5
2	2	119	2119	5										1	2	49	38	49	2	50																							5
2	2	119	2119	6										1	1	16	16	24	2	49																							5
2	2	119	2119	7										1	2	40	11	40	1	16																							5
2	2	119	2119	8										1	2	48	28	48	2	40																							5
2	2	119	2119	9										1	2	25	33	25	2	48																							5
2	2	119	2119	10										1	2	37	18	37	2	25																							5
2	2	119	2119	11										1	2	35	25	35	2	37																							5
2	2	119	2119	12										1	2	26	19	26	2	35																							5
2	2	119	2119	13										1	2	30	36	30	2	26																							5
2	2	119	2119	14										1	2	28	22	28	2	30																							5
2	2	119	2119	15										1	2	25	57	25	2	28																							5
2	2	119	2119	16	ant	93	50	60	55																																		5
2	2	119	2119	17	bee	78	63	75	63																																		5
2	2	119	2119	18	flamingo	59	39	48	40																																		5
2	2	119	2119	19	crane	74	62	74	62																																		5
2	2	119	2119	20	cricket	69	39	47	40																																		5
2	2	119	2119	21						127	309	262	351.9																														5
2	2	119	2119	22						67	78	62	116.1																														5
2	2	119	2119	23						326	283	308	16.9																														5
2	2	119	2119	24						229	189	209	66.5																														5
2	2	119	2119	25						199	356	232	93								34	0	5	3	6	7	6	7	3	2	6	6	3	3	7	8	6	3	8	6	7	8	5
2	2	120	2120	1											2	54	20	54	NA	NA																							6
2	2	120	2120	2										2	2	45	23	45	2	54																							6
2	2	120	2120	3										2	2	48	39	48	2	45																							6
2	2	120	2120	4										2	2	35	25	35	2	48																							6
2	2	120	2120	5										2	2	62	15	62	2	35																							6
2	2	120	2120	6										2	2	40	14	40	2	62																							6
2	2	120	2120	7										2	2	36	35	36	2	40																							6
2	2	120	2120	8										2	1	26	26	29	2	36																							6
2	2	120	2120	9										2	2	37	21	37	1	26																							6
2	2	120	2120	10										2	2	31	37	31	2	37																							6
2	2	120	2120	11										2	2	55	42	55	2	31																							6
2	2	120	2120	12										2	2	40	44	40	2	55																							6
2	2	120	2120	13										1	2	38	39	38	2	40																							6
2	2	120	2120	14										2	2	46	15	46	2	38																							6
2	2	120	2120	15										2	2	14	40	14	2	46																							6
2	2	120	2120	16						127	111	135	118.6																														6
2	2	120	2120	17						67	75	62	72																														6
2	2	120	2120	18						326	289	309	294.2																														6
2	2	120	2120	19						229	249	232	245																														6
2	2	120	2120	20						199	229	204	224																														6
2	2	120	2120	21	ant	93	96	76	91																																		6
2	2	120	2120	22	bee	78	92	74	89																																		6
2	2	120	2120	23	flamingo	59	87	70	85																																		6
2	2	120	2120	24	crane	74	88	70	87																																		6
2	2	120	2120	25	cricket	69	80	65	79												20	1	4	6	4	7	3	3	5	5	6	3	4	6	8	5	7	6	8	4	6	8	6
1	1	1	101001	1						127	117	142	129.9																														1
1	1	1	101001	2						67	53	68	60.2																														1
1	1	1	101001	3						326	328	308	316.5																														1
1	1	1	101001	4						229	223	238	231.5																														1
1	1	1	101001	5						199	200	177	188																														1
1	1	1	101001	6	ant	93	70	87	80																																		1
1	1	1	101001	7	bee	78	60	69	65																																		1
1	1	1	101001	8	flamingo	59	50	60	55																																		1
1	1	1	101001	9	crane	74	75	64	70																																		1
1	1	1	101001	10	cricket	69	50	62	55																																		1
1	1	1	101001	11											2	45	29	45	NA	NA																							1
1	1	1	101001	12										1	1	45	45	27	2	45																							1
1	1	1	101001	13										1	2	47	31	47	1	45																							1
1	1	1	101001	14										1	2	51	29	51	2	47																							1
1	1	1	101001	15										1	2	57	10	57	2	51																							1
1	1	1	101001	16										1	1	10	10	47	2	57																							1
1	1	1	101001	17										1	2	59	42	59	1	10																							1
1	1	1	101001	18										1	2	30	45	30	2	59																							1
1	1	1	101001	19										1	2	33	37	33	2	30																							1
1	1	1	101001	20										1	2	27	8	27	2	33																							1
1	1	1	101001	21										1	2	30	11	30	2	27																							1
1	1	1	101001	22										1	2	39	34	39	2	30																							1
1	1	1	101001	23										1	2	36	26	36	2	39																							1
1	1	1	101001	24										1	2	36	40	36	2	36																							1
1	1	1	101001	25										1	2	53	33	53	2	36	39	0	2	4	6	4	7	3	3	8	3	8	3	7	2	8	8	8	8	3	7	8	1
1	1	10	101010	1	ant	93	60	75	60																																		4
1	1	10	101010	2	bee	78	70	80	75																																		4
1	1	10	101010	3	flamingo	59	55	66	60																																		4
1	1	10	101010	4	crane	74	80	68	75																																		4
1	1	10	101010	5	cricket	69	60	75	70																																		4
1	1	10	101010	6						127	133	111	126.4																														4
1	1	10	101010	7						67	72	57	69																														4
1	1	10	101010	8						326	313	333	319.5																														4
1	1	10	101010	9						229	229	243	233.3																														4
1	1	10	101010	10						199	231	206	217																														4
1	1	10	101010	11											1	38	38	57	NA	NA																							4
1	1	10	101010	12										2	2	63	38	63	1	38																							4
1	1	10	101010	13										2	2	28	22	28	2	63																							4
1	1	10	101010	14										2	2	48	24	48	2	28																							4
1	1	10	101010	15										2	1	35	35	20	2	48																							4
1	1	10	101010	16										2	1	19	19	26	1	35																							4
1	1	10	101010	17										2	2	54	26	54	1	19																							4
1	1	10	101010	18										2	2	34	39	34	2	54																							4
1	1	10	101010	19										2	2	34	47	34	2	34																							4
1	1	10	101010	20										1	2	33	25	33	2	34																							4
1	1	10	101010	21										2	2	50	22	50	2	33																							4
1	1	10	101010	22										2	2	21	30	21	2	50																							4
1	1	10	101010	23										1	2	45	47	45	2	21																							4
1	1	10	101010	24										2	2	59	26	59	2	45																							4
1	1	10	101010	25										2	2	47	49	47	2	59	26	0	3	6	2	4	1	5	7	6	7	2	8	5	5	8	9	3	5	5	9	6	4
1	1	3	101003	1	ant	93	80	100	90																																		3
1	1	3	101003	2	bee	78	75	86	75																																		3
1	1	3	101003	3	flamingo	59	90	72	90																																		3
1	1	3	101003	4	crane	74	100	85	95																																		3
1	1	3	101003	5	cricket	69	90	68	89																																		3
1	1	3	101003	6											1	41	41	46	NA	NA																							3
1	1	3	101003	7										2	1	26	26	51	1	41																							3
1	1	3	101003	8										1	2	24	25	24	1	26																							3
1	1	3	101003	9										1	2	30	10	30	2	24																							3
1	1	3	101003	10										2	1	11	11	30	2	30																							3
1	1	3	101003	11										2	2	18	36	18	1	11																							3
1	1	3	101003	12										2	1	26	26	30	2	18																							3
1	1	3	101003	13										2	1	22	22	32	1	26																							3
1	1	3	101003	14										2	1	2	2	37	1	22																							3
1	1	3	101003	15										2	2	26	40	26	1	2																							3
1	1	3	101003	16										2	2	23	16	23	2	26																							3
1	1	3	101003	17										2	2	40	39	40	2	23																							3
1	1	3	101003	18										2	2	34	39	34	2	40																							3
1	1	3	101003	19										2	2	51	45	51	2	34																							3
1	1	3	101003	20										2	2	46	49	46	2	51																							3
1	1	3	101003	21						127	135	111	129.2																														3
1	1	3	101003	22						67	56	71	59.8																														3
1	1	3	101003	23						326	312	331	312.7																														3
1	1	3	101003	24						229	245	230	243.6																														3
1	1	3	101003	25						199	223	198	220								58	1	4	7	1	9	6	7	4	3	4	1	6	2	3	9	8	1	1	7	9	1	3
1	1	4	101004	1	ant	93	50	62	65																																		4
1	1	4	101004	2	bee	78	70	80	75																																		4
1	1	4	101004	3	flamingo	59	60	48	55																																		4
1	1	4	101004	4	crane	74	70	80	75																																		4
1	1	4	101004	5	cricket	69	45	56	50																																		4
1	1	4	101004	6						127	145	119	137.2																														4
1	1	4	101004	7						67	48	63	52																														4
1	1	4	101004	8						326	319	340	324.3																														4
1	1	4	101004	9						229	240	225	235.1																														4
1	1	4	101004	10						199	210	185	200																														4
1	1	4	101004	11											1	29	29	30	NA	NA																							4
1	1	4	101004	12										2	2	40	19	40	1	29																							4
1	1	4	101004	13										2	2	44	12	44	2	40																							4
1	1	4	101004	14										2	2	37	48	37	2	44																							4
1	1	4	101004	15										2	2	43	30	43	2	37																							4
1	1	4	101004	16										2	2	32	40	32	2	43																							4
1	1	4	101004	17										2	1	31	31	47	2	32																							4
1	1	4	101004	18										2	2	48	40	48	1	31																							4
1	1	4	101004	19										2	2	52	31	52	2	48																							4
1	1	4	101004	20										2	2	34	17	34	2	52																							4
1	1	4	101004	21										2	2	41	37	41	2	34																							4
1	1	4	101004	22										2	2	26	46	26	2	41																							4
1	1	4	101004	23										2	2	40	13	40	2	26																							4
1	1	4	101004	24										2	2	39	29	39	2	40																							4
1	1	4	101004	25										2	2	27	42	27	2	39	31	1	3	6	9	1	3	5	6	9	2	9	3	9	9	9	8	6	8	8	9	9	4
1	1	5	101005	1											2	39	31	39	NA	NA																							5
1	1	5	101005	2										2	1	36	36	25	2	39																							5
1	1	5	101005	3										2	1	27	27	25	1	36																							5
1	1	5	101005	4										1	2	48	33	48	1	27																							5
1	1	5	101005	5										2	2	15	44	15	2	48																							5
1	1	5	101005	6										2	2	32	29	32	2	15																							5
1	1	5	101005	7										2	1	31	31	35	2	32																							5
1	1	5	101005	8										2	1	3	3	46	1	31																							5
1	1	5	101005	9										2	1	23	23	11	1	3																							5
1	1	5	101005	10										2	2	34	47	34	1	23																							5
1	1	5	101005	11										2	2	44	37	44	2	34																							5
1	1	5	101005	12										2	2	59	25	59	2	44																							5
1	1	5	101005	13										2	2	41	22	41	2	59																							5
1	1	5	101005	14										2	2	44	45	44	2	41																							5
1	1	5	101005	15										2	2	62	29	62	2	44																							5
1	1	5	101005	16	ant	93	66	82	72																																		5
1	1	5	101005	17	bee	78	61	70	61																																		5
1	1	5	101005	18	flamingo	59	48	58	48																																		5
1	1	5	101005	19	crane	74	78	66	78																																		5
1	1	5	101005	20	cricket	69	91	68	91																																		5
1	1	5	101005	21						127	143	117	143.5																														5
1	1	5	101005	22						67	63	78	65.4																														5
1	1	5	101005	23						326	298	318	300.3																														5
1	1	5	101005	24						229	237	222	237.8																														5
1	1	5	101005	25						199	224	199	225								64	0	1	1	8	1	1	1	1	9	1	9	1	9	9	9	9	9	9	5	8	9	5
1	1	6	101006	1											1	21	21	44	NA	NA																							6
1	1	6	101006	2										1	1	46	46	54	1	21																							6
1	1	6	101006	3										2	2	35	48	35	1	46																							6
1	1	6	101006	4										2	1	40	40	30	2	35																							6
1	1	6	101006	5										1	1	15	15	36	1	40																							6
1	1	6	101006	6										1	1	28	28	31	1	15																							6
1	1	6	101006	7										1	1	27	27	32	1	28																							6
1	1	6	101006	8										1	1	34	34	53	1	27																							6
1	1	6	101006	9										1	2	21	37	21	1	34																							6
1	1	6	101006	10										1	2	47	22	47	2	21																							6
1	1	6	101006	11										2	2	41	27	41	2	47																							6
1	1	6	101006	12										1	2	31	27	31	2	41																							6
1	1	6	101006	13										1	2	51	5	51	2	31																							6
1	1	6	101006	14										1	2	44	25	44	2	51																							6
1	1	6	101006	15										1	2	39	16	39	2	44																							6
1	1	6	101006	16						127	123	148	137.2																														6
1	1	6	101006	17						67	70	55	63.1																														6
1	1	6	101006	18						326	323	345	332.4																														6
1	1	6	101006	19						229	224	239	230																														6
1	1	6	101006	20						199	212	186	204																														6
1	1	6	101006	21	ant	93	30	38	35																																		6
1	1	6	101006	22	bee	78	50	57	50																																		6
1	1	6	101006	23	flamingo	59	50	60	50																																		6
1	1	6	101006	24	crane	74	50	58	50																																		6
1	1	6	101006	25	cricket	69	40	50	50													0	7	9	1	1	1	1	1	9	9	8	1	9	9	1	1	9	9	9	9	9	6
1	1	7	101007	1						127	235	211	92.5																														1
1	1	7	101007	2						67	94	79	329.3																														1
1	1	7	101007	3						326	359	340	164.4																														1
1	1	7	101007	4						229	350	332	104.3																														1
1	1	7	101007	5						199	68	61	271																														1
1	1	7	101007	6	ant	93	30	38	38																																		1
1	1	7	101007	7	bee	78	40	46	48																																		1
1	1	7	101007	8	flamingo	59	55	66	66																																		1
1	1	7	101007	9	crane	74	70	81	81																																		1
1	1	7	101007	10	cricket	69	80	60	60																																		1
1	1	7	101007	11											1	34	34	31	NA	NA																							1
1	1	7	101007	12										2	2	42	15	42	1	34																							1
1	1	7	101007	13										1	1	34	34	30	2	42																							1
1	1	7	101007	14										2	2	50	45	50	1	34																							1
1	1	7	101007	15										2	2	38	18	38	2	50																							1
1	1	7	101007	16										1	1	41	41	49	2	38																							1
1	1	7	101007	17										1	2	42	24	42	1	41																							1
1	1	7	101007	18										2	2	45	28	45	2	42																							1
1	1	7	101007	19										1	2	41	21	41	2	45																							1
1	1	7	101007	20										1	2	47	56	47	2	41																							1
1	1	7	101007	21										1	2	35	18	35	2	47																							1
1	1	7	101007	22										1	2	45	30	45	2	35																							1
1	1	7	101007	23										1	2	42	25	42	2	45																							1
1	1	7	101007	24										1	2	25	26	25	2	42																							1
1	1	7	101007	25										1	2	54	39	54	2	25	40	0	6	5	8	6	6	5	5	8	6	5	7	6	8	7	6	8	7	6	8	6	1
1	1	8	101008	1						127	151	126	136.3																														2
1	1	8	101008	2						67	58	73	65.4																														2
1	1	8	101008	3						326	310	330	322.7																														2
1	1	8	101008	4						229	239	224	229.3																														2
1	1	8	101008	5						199	208	183	187																														2
1	1	8	101008	6											1	19	19	40	NA	NA																							2
1	1	8	101008	7										2	2	39	16	39	1	19																							2
1	1	8	101008	8										2	2	27	29	27	2	39																							2
1	1	8	101008	9										2	2	53	23	53	2	27																							2
1	1	8	101008	10										2	2	43	31	43	2	53																							2
1	1	8	101008	11										2	2	27	45	27	2	43																							2
1	1	8	101008	12										2	2	45	51	45	2	27																							2
1	1	8	101008	13										2	2	37	10	37	2	45																							2
1	1	8	101008	14										2	2	41	13	41	2	37																							2
1	1	8	101008	15										2	2	35	26	35	2	41																							2
1	1	8	101008	16										2	2	45	29	45	2	35																							2
1	1	8	101008	17										2	2	36	24	36	2	45																							2
1	1	8	101008	18										2	2	44	25	44	2	36																							2
1	1	8	101008	19										2	2	39	48	39	2	44																							2
1	1	8	101008	20										2	2	22	37	22	2	39																							2
1	1	8	101008	21	ant	93	35	44	40																																		2
1	1	8	101008	22	bee	78	45	52	50																																		2
1	1	8	101008	23	flamingo	59	30	36	35																																		2
1	1	8	101008	24	crane	74	50	58	50																																		2
1	1	8	101008	25	cricket	69	35	44	40												24	0	2	7	3	7	6	3	5	6	5	3	3	5	7	8	8	6	6	8	8	3	2
1	1	9	101009	1	ant	93	60	75	67																																		3
1	1	9	101009	2	bee	78	65	75	69																																		3
1	1	9	101009	3	flamingo	59	60	48	55																																		3
1	1	9	101009	4	crane	74	63	72	66																																		3
1	1	9	101009	5	cricket	69	50	62	56																																		3
1	1	9	101009	6											2	37	16	37	NA	NA																							3
1	1	9	101009	7										2	1	27	27	24	2	37																							3
1	1	9	101009	8										2	2	48	49	48	1	27																							3
1	1	9	101009	9										2	2	39	27	39	2	48																							3
1	1	9	101009	10										2	2	49	26	49	2	39																							3
1	1	9	101009	11										2	2	36	35	36	2	49																							3
1	1	9	101009	12										2	1	44	44	50	2	36																							3
1	1	9	101009	13										2	1	21	21	32	1	44																							3
1	1	9	101009	14										2	2	37	1	37	1	21																							3
1	1	9	101009	15										2	2	48	29	48	2	37																							3
1	1	9	101009	16										2	2	38	20	38	2	48																							3
1	1	9	101009	17										2	2	24	26	24	2	38																							3
1	1	9	101009	18										2	2	30	32	30	2	24																							3
1	1	9	101009	19										2	2	30	32	30	2	30																							3
1	1	9	101009	20										2	2	48	36	48	2	30																							3
1	1	9	101009	21						127	138	112	133.9																														3
1	1	9	101009	22						67	53	68	57.7																														3
1	1	9	101009	23						326	304	324	310.7																														3
1	1	9	101009	24						229	239	224	236.9																														3
1	1	9	101009	25						199	224	199	214								33	1	3	6	4	3	1	2	4	7	4	7	2	8	8	7	7	8	8	6	7	8	3
1	2	1	102001	1						127	129	103	130.4																														1
1	2	1	102001	2						67	64	79	68.7																														1
1	2	1	102001	3						326	292	312	300.7																														1
1	2	1	102001	4						229	238	223	237.3																														1
1	2	1	102001	5						199	198	223	195																														1
1	2	1	102001	6	ant	93	64	80	69																																		1
1	2	1	102001	7	bee	78	92	78	85																																		1
1	2	1	102001	8	flamingo	59	70	56	70																																		1
1	2	1	102001	9	crane	74	95	81	95																																		1
1	2	1	102001	10	cricket	69	65	81	75																																		1
1	2	1	102001	11											1	20	20	49	NA	NA																							1
1	2	1	102001	12										2	2	41	28	41	1	20																							1
1	2	1	102001	13										2	2	41	34	41	2	41																							1
1	2	1	102001	14										2	2	23	7	23	2	41																							1
1	2	1	102001	15										2	1	38	38	44	2	23																							1
1	2	1	102001	16										2	1	32	32	21	1	38																							1
1	2	1	102001	17										2	2	42	47	42	1	32																							1
1	2	1	102001	18										2	2	40	14	40	2	42																							1
1	2	1	102001	19										2	2	61	56	61	2	40																							1
1	2	1	102001	20										1	2	36	11	36	2	61																							1
1	2	1	102001	21										2	2	33	30	33	2	36																							1
1	2	1	102001	22										2	2	25	8	25	2	33																							1
1	2	1	102001	23										2	2	23	40	23	2	25																							1
1	2	1	102001	24										1	2	33	39	33	2	23																							1
1	2	1	102001	25										2	2	43	20	43	2	33	21	1	2	6	9	2	1	2	1	9	2	9	6	8	7	2	3	8	8	1	4	9	1
1	2	100	102100	1	ant	93	65	81	70																																		4
1	2	100	102100	2	bee	78	75	86	75																																		4
1	2	100	102100	3	flamingo	59	50	60	50																																		4
1	2	100	102100	4	crane	74	65	75	65																																		4
1	2	100	102100	5	cricket	69	50	62	55																																		4
1	2	100	102100	6						127	147	122	139.5																														4
1	2	100	102100	7						67	55	70	59.3																														4
1	2	100	102100	8						326	314	333	314.4																														4
1	2	100	102100	9						229	235	220	233.8																														4
1	2	100	102100	10						199	204	180	205																														4
1	2	100	102100	11											1	45	45	43	NA	NA																							4
1	2	100	102100	12										2	1	24	24	41	1	45																							4
1	2	100	102100	13										2	2	45	42	45	1	24																							4
1	2	100	102100	14										2	2	28	15	28	2	45																							4
1	2	100	102100	15										2	2	38	40	38	2	28																							4
1	2	100	102100	16										2	2	57	44	57	2	38																							4
1	2	100	102100	17										2	2	31	40	31	2	57																							4
1	2	100	102100	18										2	2	31	37	31	2	31																							4
1	2	100	102100	19										2	1	17	17	23	2	31																							4
1	2	100	102100	20										2	2	40	23	40	1	17																							4
1	2	100	102100	21										2	2	34	44	34	2	40																							4
1	2	100	102100	22										2	2	28	22	28	2	34																							4
1	2	100	102100	23										2	2	31	27	31	2	28																							4
1	2	100	102100	24										2	2	45	23	45	2	31																							4
1	2	100	102100	25										2	2	34	31	34	2	45	56	0	3	4	4	3	3	5	4	6	5	6	3	7	8	9	7	6	5	5	6	7	4
1	2	101	102101	1											2	18	19	18	NA	NA																							5
1	2	101	102101	2										1	1	48	48	41	2	18																							5
1	2	101	102101	3										1	1	15	15	29	1	48																							5
1	2	101	102101	4										1	2	51	32	51	1	15																							5
1	2	101	102101	5										1	2	11	36	11	2	51																							5
1	2	101	102101	6										1	1	33	33	28	2	11																							5
1	2	101	102101	7										1	2	45	36	45	1	33																							5
1	2	101	102101	8										2	2	39	25	39	2	45																							5
1	2	101	102101	9										2	1	12	12	27	2	39																							5
1	2	101	102101	10										2	2	25	32	25	1	12																							5
1	2	101	102101	11										2	2	40	27	40	2	25																							5
1	2	101	102101	12										2	1	8	8	31	2	40																							5
1	2	101	102101	13										2	2	38	40	38	1	8																							5
1	2	101	102101	14										2	2	17	38	17	2	38																							5
1	2	101	102101	15										2	2	33	36	33	2	17																							5
1	2	101	102101	16	ant	93	50	63	55																																		5
1	2	101	102101	17	bee	78	65	75	70																																		5
1	2	101	102101	18	flamingo	59	45	54	50																																		5
1	2	101	102101	19	crane	74	65	75	70																																		5
1	2	101	102101	20	cricket	69	45	56	50																																		5
1	2	101	102101	21						127	117	142	129.2																														5
1	2	101	102101	22						67	70	55	62.1																														5
1	2	101	102101	23						326	329	309	321.6																														5
1	2	101	102101	24						229	229	216	226.4																														5
1	2	101	102101	25						199	209	184	201								28	0	3	7	6	7	3	4	6	5	5	6	4	7	7	9	8	4	4	6	7	4	5
1	2	102	102102	1											1	29	29	15	NA	NA																							6
1	2	102	102102	2										2	1	35	35	62	1	29																							6
1	2	102	102102	3										2	1	41	41	44	1	35																							6
1	2	102	102102	4										2	1	30	30	60	1	41																							6
1	2	102	102102	5										2	2	33	25	33	1	30																							6
1	2	102	102102	6										2	2	54	39	54	2	33																							6
1	2	102	102102	7										2	2	37	34	37	2	54																							6
1	2	102	102102	8										2	1	37	37	20	2	37																							6
1	2	102	102102	9										2	1	42	42	35	1	37																							6
1	2	102	102102	10										2	1	47	47	38	1	42																							6
1	2	102	102102	11										2	2	17	34	17	1	47																							6
1	2	102	102102	12										2	1	13	13	40	2	17																							6
1	2	102	102102	13										2	1	18	18	35	1	13																							6
1	2	102	102102	14										2	2	39	38	39	1	18																							6
1	2	102	102102	15										2	2	13	22	13	2	39																							6
1	2	102	102102	16						127	154	129	150.4																														6
1	2	102	102102	17						67	56	71	47.5																														6
1	2	102	102102	18						326	307	327	319.7																														6
1	2	102	102102	19						229	201	216	205.7																														6
1	2	102	102102	20						199	207	182	214																														6
1	2	102	102102	21	ant	93	200	155	150																																		6
1	2	102	102102	22	bee	78	100	85	90																																		6
1	2	102	102102	23	flamingo	59	75	60	70																																		6
1	2	102	102102	24	crane	74	125	106	110																																		6
1	2	102	102102	25	cricket	69	80	60	80												60	1	1	2	4	9	2	3	1	7	2	7	2	9	8	5	9	9	7	5	7	7	6
1	2	11	102011	1											2	29	36	29	NA	NA																							5
1	2	11	102011	2										2	1	22	22	50	2	29																							5
1	2	11	102011	3										2	2	30	32	30	1	22																							5
1	2	11	102011	4										2	2	35	42	35	2	30																							5
1	2	11	102011	5										2	2	35	48	35	2	35																							5
1	2	11	102011	6										2	1	42	42	37	2	35																							5
1	2	11	102011	7										2	1	30	30	20	1	42																							5
1	2	11	102011	8										2	1	22	22	36	1	30																							5
1	2	11	102011	9										2	2	33	27	33	1	22																							5
1	2	11	102011	10										2	2	27	24	27	2	33																							5
1	2	11	102011	11										2	2	50	42	50	2	27																							5
1	2	11	102011	12										2	2	30	38	30	2	50																							5
1	2	11	102011	13										2	2	42	12	42	2	30																							5
1	2	11	102011	14										2	2	47	54	47	2	42																							5
1	2	11	102011	15										2	2	38	25	38	2	47																							5
1	2	11	102011	16	ant	93	84	105	104																																		5
1	2	11	102011	17	bee	78	92	78	83																																		5
1	2	11	102011	18	flamingo	59	71	57	64																																		5
1	2	11	102011	19	crane	74	96	82	91																																		5
1	2	11	102011	20	cricket	69	83	62	80																																		5
1	2	11	102011	21						127	140	115	138.9																														5
1	2	11	102011	22						67	53	68	55.7																														5
1	2	11	102011	23						326	315	335	315.7																														5
1	2	11	102011	24						229	243	228	241.5																														5
1	2	11	102011	25						199	195	220	199								36	0	1	5	5	5	1	5	4	6	5	6	5	6	6	9	9	6	7	6	7	9	5
1	2	12	102012	1											2	30	24	30	NA	NA																							6
1	2	12	102012	2										1	1	29	29	60	2	30																							6
1	2	12	102012	3										1	2	54	33	54	1	29																							6
1	2	12	102012	4										1	1	11	11	46	2	54																							6
1	2	12	102012	5										1	2	42	42	42	1	11																							6
1	2	12	102012	6										2	2	27	16	27	2	42																							6
1	2	12	102012	7										2	1	5	5	51	2	27																							6
1	2	12	102012	8										2	2	29	31	29	1	5																							6
1	2	12	102012	9										2	2	25	22	25	2	29																							6
1	2	12	102012	10										2	2	35	41	35	2	25																							6
1	2	12	102012	11										2	2	28	27	28	2	35																							6
1	2	12	102012	12										2	2	26	31	26	2	28																							6
1	2	12	102012	13										2	2	29	47	29	2	26																							6
1	2	12	102012	14										2	2	29	39	29	2	29																							6
1	2	12	102012	15										2	2	38	14	38	2	29																							6
1	2	12	102012	16						127	135	111	130.5																														6
1	2	12	102012	17						67	313	302	313.8																														6
1	2	12	102012	18						326	320	340	320.6																														6
1	2	12	102012	19						229	235	220	230.3																														6
1	2	12	102012	20						199	33	61	32																														6
1	2	12	102012	21	ant	93	115	86	110																																		6
1	2	12	102012	22	bee	78	95	80	95																																		6
1	2	12	102012	23	flamingo	59	100	80	95																																		6
1	2	12	102012	24	crane	74	85	72	80																																		6
1	2	12	102012	25	cricket	69	75	56	72												32	1	5	6	3	3	2	2	6	6	5	4	6	7	8	5	7	8	8	2	5	8	6
1	2	13	102013	1						127	126	152	131.3																														1
1	2	13	102013	2						67	65	80	69.2																														1
1	2	13	102013	3						326	332	312	329.9																														1
1	2	13	102013	4						229	226	240	227.2																														1
1	2	13	102013	5						199	201	177	197																														1
1	2	13	102013	6	ant	93	40	50	45																																		1
1	2	13	102013	7	bee	78	60	69	62																																		1
1	2	13	102013	8	flamingo	59	36	43	37																																		1
1	2	13	102013	9	crane	74	48	55	50																																		1
