BEASTtype	session	playerNr	uniquePlayerNr	period	animalName	actualNAnimals	firstEstimate	observedEstimate	secondEstimate	actualAngle	firstAngle	observedAngle	secondAngle	infoChoice	choice	payoff	A	B	previousChoice	previousPayoff	age	female	IOS	conf1	conf2	conf3	conf4	conf5	conf6	conf7	conf8	conf9	conf10	conf11	indiv1	coll1	coll2	indiv2	indiv3	coll3	coll4	indiv4	orderofTasks
2	1	1	1001	1						127	211	154	212.4																														1
2	1	1	1001	2						67	208	195	210.5																														1
2	1	1	1001	3						326	172	166	174.4																														1
2	1	1	1001	4						229	332	279	331																														1
2	1	1	1001	5						199	215	191	213																														1
2	1	1	1001	6	ant	93	61	74	62																																		1
2	1	1	1001	7	bee	78	60	72	62																																		1
2	1	1	1001	8	flamingo	59	44	52	44																																		1
2	1	1	1001	9	crane	74	91	73	81																																		1
2	1	1	1001	10	cricket	69	78	62	74																																		1
2	1	1	1001	11											2	42	27	42	NA	NA																							1
2	1	1	1001	12										2	1	18	18	51	2	42																							1
2	1	1	1001	13										2	2	20	10	20	1	18																							1
2	1	1	1001	14										1	1	31	31	44	2	20																							1
2	1	1	1001	15										2	1	28	28	43	1	31																							1
2	1	1	1001	16										2	2	50	12	50	1	28																							1
2	1	1	1001	17										2	2	35	16	35	2	50																							1
2	1	1	1001	18										1	2	44	33	44	2	35																							1
2	1	1	1001	19										2	2	30	41	30	2	44																							1
2	1	1	1001	20										2	2	21	43	21	2	30																							1
2	1	1	1001	21										2	2	29	43	29	2	21																							1
2	1	1	1001	22										2	2	35	25	35	2	29																							1
2	1	1	1001	23										2	1	12	12	33	2	35																							1
2	1	1	1001	24										2	1	35	35	30	1	12																							1
2	1	1	1001	25										1	2	25	32	25	1	35	30	1	4	4	3	3	4	8	4	4	3	3	4	4	5	8	6	6	6	6	5	6	1
2	1	2	1002	1						127	42	98	42.5																														2
2	1	2	1002	2						67	61	80	62.2																														2
2	1	2	1002	3						326	311	327	311.6																														2
2	1	2	1002	4						229	231	216	224.8																														2
2	1	2	1002	5						199	181	204	181																														2
2	1	2	1002	6											2	27	33	27	NA	NA																							2
2	1	2	1002	7										2	2	47	39	47	2	27																							2
2	1	2	1002	8										2	2	50	33	50	2	47																							2
2	1	2	1002	9										2	1	20	20	24	2	50																							2
2	1	2	1002	10										2	2	37	21	37	1	20																							2
2	1	2	1002	11										2	2	53	34	53	2	37																							2
2	1	2	1002	12										2	2	34	20	34	2	53																							2
2	1	2	1002	13										2	2	27	23	27	2	34																							2
2	1	2	1002	14										2	2	43	37	43	2	27																							2
2	1	2	1002	15										2	2	39	14	39	2	43																							2
2	1	2	1002	16										2	2	33	15	33	2	39																							2
2	1	2	1002	17										2	2	22	43	22	2	33																							2
2	1	2	1002	18										2	2	21	44	21	2	22																							2
2	1	2	1002	19										2	2	22	22	22	2	21																							2
2	1	2	1002	20										2	2	32	53	32	2	22																							2
2	1	2	1002	21	ant	93	60	72	60																																		2
2	1	2	1002	22	bee	78	77	91	77																																		2
2	1	2	1002	23	flamingo	59	67	54	67																																		2
2	1	2	1002	24	crane	74	85	68	85																																		2
2	1	2	1002	25	cricket	69	74	59	74												37	0	1	5	2	2	1	6	1	5	1	9	1	9	8	9	9	9	2	1	6	1	2
2	1	3	1003	1	ant	93	73	89	76																																		3
2	1	3	1003	2	bee	78	78	91	81																																		3
2	1	3	1003	3	flamingo	59	52	64	55																																		3
2	1	3	1003	4	crane	74	60	72	62																																		3
2	1	3	1003	5	cricket	69	60	72	63																																		3
2	1	3	1003	6											1	12	12	27	NA	NA																							3
2	1	3	1003	7										2	2	20	39	20	1	12																							3
2	1	3	1003	8										2	2	14	37	14	2	20																							3
2	1	3	1003	9										1	2	37	43	37	2	14																							3
2	1	3	1003	10										1	2	51	37	51	2	37																							3
2	1	3	1003	11										1	2	39	25	39	2	51																							3
2	1	3	1003	12										2	2	42	13	42	2	39																							3
2	1	3	1003	13										2	1	20	20	16	2	42																							3
2	1	3	1003	14										2	2	43	36	43	1	20																							3
2	1	3	1003	15										2	2	23	12	23	2	43																							3
2	1	3	1003	16										2	2	34	43	34	2	23																							3
2	1	3	1003	17										1	2	49	12	49	2	34																							3
2	1	3	1003	18										2	2	45	33	45	2	49																							3
2	1	3	1003	19										2	2	12	35	12	2	45																							3
2	1	3	1003	20										2	2	34	40	34	2	12																							3
2	1	3	1003	21						127	132	98	124.7																														3
2	1	3	1003	22						67	57	68	53																														3
2	1	3	1003	23						326	307	327	313																														3
2	1	3	1003	24						229	219	232	225.6																														3
2	1	3	1003	25						199	209	182	202								42	0	1	1	4	6	1	4	3	8	6	9	2	6	9	1	5	7	8	8	8	9	3
2	1	5	1005	1											2	22	42	22	NA	NA																							5
2	1	5	1005	2										2	1	38	38	39	2	22																							5
2	1	5	1005	3										2	1	1	1	55	1	38																							5
2	1	5	1005	4										2	2	48	28	48	1	1																							5
2	1	5	1005	5										2	2	32	41	32	2	48																							5
2	1	5	1005	6										2	2	56	37	56	2	32																							5
2	1	5	1005	7										1	2	23	45	23	2	56																							5
2	1	5	1005	8										2	2	31	13	31	2	23																							5
2	1	5	1005	9										1	2	38	42	38	2	31																							5
2	1	5	1005	10										2	2	38	26	38	2	38																							5
2	1	5	1005	11										2	2	32	51	32	2	38																							5
2	1	5	1005	12										1	2	30	41	30	2	32																							5
2	1	5	1005	13										2	2	39	22	39	2	30																							5
2	1	5	1005	14										1	2	41	26	41	2	39																							5
2	1	5	1005	15										2	2	9	30	9	2	41																							5
2	1	5	1005	16	ant	93	97	78	89																																		5
2	1	5	1005	17	bee	78	77	91	81																																		5
2	1	5	1005	18	flamingo	59	58	70	60																																		5
2	1	5	1005	19	crane	74	94	75	91																																		5
2	1	5	1005	20	cricket	69	61	73	63																																		5
2	1	5	1005	21						127	133	98	134.3																														5
2	1	5	1005	22						67	54	68	53.6																														5
2	1	5	1005	23						326	331	310	326.8																														5
2	1	5	1005	24						229	230	216	227.4																														5
2	1	5	1005	25						199	217	191	211								34	0	3	6	6	3	3	4	3	7	3	7	3	7	8	6	6	8	8	3	6	8	5
2	1	6	1006	1											1	29	29	39	NA	NA																							6
2	1	6	1006	2										2	2	31	24	31	1	29																							6
2	1	6	1006	3										2	2	38	18	38	2	31																							6
2	1	6	1006	4										2	2	53	29	53	2	38																							6
2	1	6	1006	5										2	2	25	25	25	2	53																							6
2	1	6	1006	6										2	2	39	39	39	2	25																							6
2	1	6	1006	7										1	2	44	44	44	2	39																							6
2	1	6	1006	8										2	2	59	25	59	2	44																							6
2	1	6	1006	9										2	2	56	27	56	2	59																							6
2	1	6	1006	10										2	2	28	34	28	2	56																							6
2	1	6	1006	11										1	2	57	39	57	2	28																							6
2	1	6	1006	12										2	2	28	32	28	2	57																							6
2	1	6	1006	13										2	1	21	21	36	2	28																							6
2	1	6	1006	14										2	2	27	32	27	1	21																							6
2	1	6	1006	15										2	2	45	27	45	2	27																							6
2	1	6	1006	16						127	129	98	111																														6
2	1	6	1006	17						67	41	51	44.3																														6
2	1	6	1006	18						326	358	340	346.5																														6
2	1	6	1006	19						229	239	222	229																														6
2	1	6	1006	20						199	195	220	206																														6
2	1	6	1006	21	ant	93	50	60	55																																		6
2	1	6	1006	22	bee	78	45	53	50																																		6
2	1	6	1006	23	flamingo	59	45	54	49																																		6
2	1	6	1006	24	crane	74	60	72	66																																		6
2	1	6	1006	25	cricket	69	50	60	53												28	0	2	4	5	4	5	4	4	6	5	6	4	6	7	4	4	3	7	3	3	7	6
2	1	8	1008	1						127	137	122	131.6																														2
2	1	8	1008	2						67	59	68	59.4																														2
2	1	8	1008	3						326	223	223	222.5																														2
2	1	8	1008	4						229	240	222	229																														2
2	1	8	1008	5						199	201	180	195																														2
2	1	8	1008	6											2	33	3	33	NA	NA																							2
2	1	8	1008	7										2	2	20	40	20	2	33																							2
2	1	8	1008	8										2	1	42	42	43	2	20																							2
2	1	8	1008	9										2	1	24	24	43	1	42																							2
2	1	8	1008	10										2	2	32	8	32	1	24																							2
2	1	8	1008	11										2	2	52	36	52	2	32																							2
2	1	8	1008	12										1	2	26	45	26	2	52																							2
2	1	8	1008	13										2	1	39	39	58	2	26																							2
2	1	8	1008	14										2	1	47	47	18	1	39																							2
2	1	8	1008	15										2	2	52	23	52	1	47																							2
2	1	8	1008	16										2	2	47	26	47	2	52																							2
2	1	8	1008	17										2	2	31	34	31	2	47																							2
2	1	8	1008	18										2	2	30	2	30	2	31																							2
2	1	8	1008	19										2	1	44	44	29	2	30																							2
2	1	8	1008	20										2	1	25	25	3	1	44																							2
2	1	8	1008	21	ant	93	40	48	44																																		2
2	1	8	1008	22	bee	78	48	58	52																																		2
2	1	8	1008	23	flamingo	59	54	65	59																																		2
2	1	8	1008	24	crane	74	66	80	73																																		2
2	1	8	1008	25	cricket	69	37	45	40												38	0	6	6	3	4	2	4	2	7	2	7	3	6	7	8	7	7	7	4	7	7	2
2	1	9	1009	1	ant	93	41	50	41																																		3
2	1	9	1009	2	bee	78	61	74	61																																		3
2	1	9	1009	3	flamingo	59	70	56	70																																		3
2	1	9	1009	4	crane	74	75	60	75																																		3
2	1	9	1009	5	cricket	69	72	58	72																																		3
2	1	9	1009	6											1	27	27	12	NA	NA																							3
2	1	9	1009	7										2	2	46	16	46	1	27																							3
2	1	9	1009	8										2	2	40	35	40	2	46																							3
2	1	9	1009	9										2	2	32	52	32	2	40																							3
2	1	9	1009	10										2	1	14	14	35	2	32																							3
2	1	9	1009	11										2	1	62	62	35	1	14																							3
2	1	9	1009	12										2	1	26	26	22	1	62																							3
2	1	9	1009	13										2	2	27	35	27	1	26																							3
2	1	9	1009	14										2	2	21	24	21	2	27																							3
2	1	9	1009	15										2	1	34	34	48	2	21																							3
2	1	9	1009	16										2	1	34	34	46	1	34																							3
2	1	9	1009	17										2	1	45	45	36	1	34																							3
2	1	9	1009	18										2	1	4	4	50	1	45																							3
2	1	9	1009	19										2	1	23	23	52	1	4																							3
2	1	9	1009	20										2	1	62	62	27	1	23																							3
2	1	9	1009	21						127	139	122	138.1																														3
2	1	9	1009	22						67	60	80	59.8																														3
2	1	9	1009	23						326	313	335	314.1																														3
2	1	9	1009	24						229	233	218	233																														3
2	1	9	1009	25						199	207	182	207								29	0	2	5	5	7	3	6	4	6	5	4	3	7	8	5	7	7	6	5	7	7	3
2	1	10	1010	1	ant	93	84	100	85																																		4
2	1	10	1010	2	bee	78	86	68	84																																		4
2	1	10	1010	3	flamingo	59	74	59	77																																		4
2	1	10	1010	4	crane	74	91	73	92																																		4
2	1	10	1010	5	cricket	69	79	62	75																																		4
2	1	10	1010	6						127	129	98	120.6																														4
2	1	10	1010	7						67	69	51	58.8																														4
2	1	10	1010	8						326	314	335	316.3																														4
2	1	10	1010	9						229	248	232	245.4																														4
2	1	10	1010	10						199	199	223	203																														4
2	1	10	1010	11											1	34	34	36	NA	NA																							4
2	1	10	1010	12										2	2	46	36	46	1	34																							4
2	1	10	1010	13										2	2	34	29	34	2	46																							4
2	1	10	1010	14										2	2	35	14	35	2	34																							4
2	1	10	1010	15										2	2	18	49	18	2	35																							4
2	1	10	1010	16										2	1	39	39	47	2	18																							4
2	1	10	1010	17										2	1	33	33	21	1	39																							4
2	1	10	1010	18										1	2	29	31	29	1	33																							4
2	1	10	1010	19										2	1	13	13	28	2	29																							4
2	1	10	1010	20										2	2	34	36	34	1	13																							4
2	1	10	1010	21										2	2	37	1	37	2	34																							4
2	1	10	1010	22										2	2	30	10	30	2	37																							4
2	1	10	1010	23										2	2	37	48	37	2	30																							4
2	1	10	1010	24										2	2	45	25	45	2	37																							4
2	1	10	1010	25										2	2	50	21	50	2	45	40	1	1	4	5	4	1	5	3	7	3	8	3	8	6	5	9	7	8	5	8	8	4
2	1	11	1011	1											1	28	28	61	NA	NA																							5
2	1	11	1011	2										2	1	37	37	24	1	28																							5
2	1	11	1011	3										1	2	23	23	23	1	37																							5
2	1	11	1011	4										2	2	39	23	39	2	23																							5
2	1	11	1011	5										2	2	53	29	53	2	39																							5
2	1	11	1011	6										2	2	5	39	5	2	53																							5
2	1	11	1011	7										2	1	11	11	28	2	5																							5
2	1	11	1011	8										2	2	37	27	37	1	11																							5
2	1	11	1011	9										2	2	30	36	30	2	37																							5
2	1	11	1011	10										2	2	33	39	33	2	30																							5
2	1	11	1011	11										2	2	34	19	34	2	33																							5
2	1	11	1011	12										2	2	32	43	32	2	34																							5
2	1	11	1011	13										2	2	38	22	38	2	32																							5
2	1	11	1011	14										2	2	29	27	29	2	38																							5
2	1	11	1011	15										2	1	12	12	37	2	29																							5
2	1	11	1011	16	ant	93	30	35	32																																		5
2	1	11	1011	17	bee	78	30	35	32																																		5
2	1	11	1011	18	flamingo	59	30	35	32																																		5
2	1	11	1011	19	crane	74	40	48	43																																		5
2	1	11	1011	20	cricket	69	45	54	50																																		5
2	1	11	1011	21						127	128	98	120.6																														5
2	1	11	1011	22						67	67	51	64.8																														5
2	1	11	1011	23						326	314	335	325																														5
2	1	11	1011	24						229	219	232	227.7																														5
2	1	11	1011	25						199	203	180	196								43	1	5	6	5	4	6	4	7	4	5	6	5	6	6	8	7	4	7	6	5	8	5
2	1	12	1012	1											2	38	34	38	NA	NA																							6
2	1	12	1012	2										2	2	29	34	29	2	38																							6
2	1	12	1012	3										2	2	35	5	35	2	29																							6
2	1	12	1012	4										2	1	50	50	23	2	35																							6
2	1	12	1012	5										2	1	16	16	45	1	50																							6
2	1	12	1012	6										2	2	29	5	29	1	16																							6
2	1	12	1012	7										2	2	32	32	32	2	29																							6
2	1	12	1012	8										2	1	43	43	47	2	32																							6
2	1	12	1012	9										2	1	14	14	47	1	43																							6
2	1	12	1012	10										2	2	37	15	37	1	14																							6
2	1	12	1012	11										2	2	52	21	52	2	37																							6
2	1	12	1012	12										2	2	50	33	50	2	52																							6
2	1	12	1012	13										1	2	22	43	22	2	50																							6
2	1	12	1012	14										2	2	25	35	25	2	22																							6
2	1	12	1012	15										2	2	29	1	29	2	25																							6
2	1	12	1012	16						127	124	148	131.6																														6
2	1	12	1012	17						67	53	68	53.3																														6
2	1	12	1012	18						326	330	310	320.2																														6
2	1	12	1012	19						229	222	237	222.2																														6
2	1	12	1012	20						199	206	180	206																														6
2	1	12	1012	21	ant	93	65	78	70																																		6
2	1	12	1012	22	bee	78	55	65	55																																		6
2	1	12	1012	23	flamingo	59	70	56	65																																		6
2	1	12	1012	24	crane	74	85	68	85																																		6
2	1	12	1012	25	cricket	69	55	66	55												24	0	5	7	2	5	2	5	5	8	3	7	4	6	7	3	7	8	8	9	8	9	6
2	1	13	1013	1						127	117	142	130																														1
2	1	13	1013	2						67	46	62	54.1																														1
2	1	13	1013	3						326	311	327	316.2																														1
2	1	13	1013	4						229	236	221	229.8																														1
2	1	13	1013	5						199	238	211	227																														1
2	1	13	1013	6	ant	93	91	100	95																																		1
2	1	13	1013	7	bee	78	98	78	90																																		1
2	1	13	1013	8	flamingo	59	75	60	69																																		1
2	1	13	1013	9	crane	74	92	74	83																																		1
2	1	13	1013	10	cricket	69	75	60	70																																		1
2	1	13	1013	11											2	36	22	36	NA	NA																							1
2	1	13	1013	12										1	1	32	32	66	2	36																							1
2	1	13	1013	13										1	2	58	20	58	1	32																							1
2	1	13	1013	14										1	2	31	11	31	2	58																							1
2	1	13	1013	15										1	2	45	10	45	2	31																							1
2	1	13	1013	16										1	1	13	13	45	2	45																							1
2	1	13	1013	17										1	2	40	29	40	1	13																							1
2	1	13	1013	18										1	2	31	24	31	2	40																							1
2	1	13	1013	19										1	2	44	23	44	2	31																							1
2	1	13	1013	20										1	2	33	45	33	2	44																							1
2	1	13	1013	21										1	2	29	17	29	2	33																							1
2	1	13	1013	22										1	2	20	25	20	2	29																							1
2	1	13	1013	23										1	2	30	42	30	2	20																							1
2	1	13	1013	24										1	2	24	40	24	2	30																							1
2	1	13	1013	25										1	2	42	19	42	2	24	36	0	1	3	3	4	1	6	3	8	4	4	7	7	7	1	2	8	8	2	3	8	1
2	1	14	1014	1						127	140	122	136																														2
2	1	14	1014	2						67	67	51	64.9																														2
2	1	14	1014	3						326	317	335	322.4																														2
2	1	14	1014	4						229	238	222	237.2																														2
2	1	14	1014	5						199	193	217	202																														2
2	1	14	1014	6											2	28	29	28	NA	NA																							2
2	1	14	1014	7										2	1	18	18	35	2	28																							2
2	1	14	1014	8										2	2	42	61	42	1	18																							2
2	1	14	1014	9										2	2	69	31	69	2	42																							2
2	1	14	1014	10										2	2	35	19	35	2	69																							2
2	1	14	1014	11										2	2	42	17	42	2	35																							2
2	1	14	1014	12										2	2	28	40	28	2	42																							2
2	1	14	1014	13										1	2	43	36	43	2	28																							2
2	1	14	1014	14										2	2	47	14	47	2	43																							2
2	1	14	1014	15										2	2	26	41	26	2	47																							2
2	1	14	1014	16										2	2	45	22	45	2	26																							2
2	1	14	1014	17										2	2	30	22	30	2	45																							2
2	1	14	1014	18										1	2	34	36	34	2	30																							2
2	1	14	1014	19										2	2	41	33	41	2	34																							2
2	1	14	1014	20										2	2	33	51	33	2	41																							2
2	1	14	1014	21	ant	93	110	89	103																																		2
2	1	14	1014	22	bee	78	120	98	115																																		2
2	1	14	1014	23	flamingo	59	94	75	92																																		2
2	1	14	1014	24	crane	74	119	95	115																																		2
2	1	14	1014	25	cricket	69	93	75	90												37	0	3	4	6	4	5	4	4	8	5	8	3	8	8	5	7	7	7	6	7	8	2
2	1	15	1015	1	ant	93	100	80	105																																		3
2	1	15	1015	2	bee	78	115	91	110																																		3
2	1	15	1015	3	flamingo	59	75	60	65																																		3
2	1	15	1015	4	crane	74	100	80	90																																		3
2	1	15	1015	5	cricket	69	60	72	80																																		3
2	1	15	1015	6											2	46	32	46	NA	NA																							3
2	1	15	1015	7										2	2	49	40	49	2	46																							3
2	1	15	1015	8										2	1	21	21	27	2	49																							3
2	1	15	1015	9										1	2	52	14	52	1	21																							3
2	1	15	1015	10										2	2	20	10	20	2	52																							3
2	1	15	1015	11										1	1	20	20	42	2	20																							3
2	1	15	1015	12										2	2	42	13	42	1	20																							3
2	1	15	1015	13										1	1	19	19	27	2	42																							3
2	1	15	1015	14										2	2	45	12	45	1	19																							3
2	1	15	1015	15										1	1	25	25	19	2	45																							3
2	1	15	1015	16										1	2	27	47	27	1	25																							3
2	1	15	1015	17										2	2	33	16	33	2	27																							3
2	1	15	1015	18										2	2	44	27	44	2	33																							3
2	1	15	1015	19										1	1	37	37	34	2	44																							3
2	1	15	1015	20										2	1	37	37	31	1	37																							3
2	1	15	1015	21						127	135	98	134.9																														3
2	1	15	1015	22						67	63	80	114.2																														3
2	1	15	1015	23						326	325	340	130.6																														3
2	1	15	1015	24						229	240	222	115.9																														3
2	1	15	1015	25						199	299	232	203								41	1	5	4	6	7	6	5	5	4	6	6	4	7	7	9	8	8	9	3	7	6	3
2	1	16	1016	1	ant	93	48	57	54																																		4
2	1	16	1016	2	bee	78	36	44	37																																		4
2	1	16	1016	3	flamingo	59	49	59	52																																		4
2	1	16	1016	4	crane	74	65	78	68																																		4
2	1	16	1016	5	cricket	69	53	65	55																																		4
2	1	16	1016	6						127	101	126	107.8																														4
2	1	16	1016	7						67	60	80	67																														4
2	1	16	1016	8						326	304	323	310.5																														4
2	1	16	1016	9						229	240	222	230.5																														4
2	1	16	1016	10						199	217	191	213																														4
2	1	16	1016	11											2	38	30	38	NA	NA																							4
2	1	16	1016	12										1	1	19	19	39	2	38																							4
2	1	16	1016	13										1	2	31	29	31	1	19																							4
2	1	16	1016	14										1	2	28	40	28	2	31																							4
2	1	16	1016	15										1	2	35	34	35	2	28																							4
2	1	16	1016	16										1	1	48	48	49	2	35																							4
2	1	16	1016	17										1	2	18	20	18	1	48																							4
2	1	16	1016	18										1	2	24	38	24	2	18																							4
2	1	16	1016	19										1	2	54	48	54	2	24																							4
2	1	16	1016	20										1	2	34	13	34	2	54																							4
2	1	16	1016	21										1	2	39	36	39	2	34																							4
2	1	16	1016	22										1	2	16	29	16	2	39																							4
2	1	16	1016	23										1	2	32	25	32	2	16																							4
2	1	16	1016	24										1	2	49	24	49	2	32																							4
2	1	16	1016	25										1	2	48	33	48	2	49	34	0	4	8	2	6	3	7	7	4	7	4	8	4	6	7	7	4	6	5	8	8	4
2	1	17	1017	1											2	43	18	43	NA	NA																							5
2	1	17	1017	2										1	2	15	39	15	2	43																							5
2	1	17	1017	3										2	1	14	14	35	2	15																							5
2	1	17	1017	4										2	2	36	25	36	1	14																							5
2	1	17	1017	5										2	2	39	26	39	2	36																							5
2	1	17	1017	6										2	2	43	26	43	2	39																							5
2	1	17	1017	7										2	2	53	33	53	2	43																							5
2	1	17	1017	8										2	2	28	28	28	2	53																							5
2	1	17	1017	9										2	2	23	33	23	2	28																							5
2	1	17	1017	10										2	2	53	32	53	2	23																							5
2	1	17	1017	11										2	2	29	1	29	2	53																							5
2	1	17	1017	12										2	2	40	42	40	2	29																							5
2	1	17	1017	13										2	2	32	28	32	2	40																							5
2	1	17	1017	14										2	2	31	37	31	2	32																							5
2	1	17	1017	15										2	2	35	27	35	2	31																							5
2	1	17	1017	16	ant	93	55	67	61																																		5
2	1	17	1017	17	bee	78	65	78	70																																		5
2	1	17	1017	18	flamingo	59	62	50	58																																		5
2	1	17	1017	19	crane	74	70	83	75																																		5
2	1	17	1017	20	cricket	69	56	68	60																																		5
2	1	17	1017	21						127	135	98	123.6																														5
2	1	17	1017	22						67	200	195	197.6																														5
2	1	17	1017	23						326	321	340	327.8																														5
2	1	17	1017	24						229	223	238	226.1																														5
2	1	17	1017	25						199	184	208	189								32	0	2	6	4	4	7	7	8	4	6	4	6	4	7	7	8	4	4	8	8	6	5
2	1	18	1018	1											2	34	45	34	NA	NA																							6
2	1	18	1018	2										2	2	27	28	27	2	34																							6
2	1	18	1018	3										1	2	29	33	29	2	27																							6
2	1	18	1018	4										2	2	28	26	28	2	29																							6
2	1	18	1018	5										2	2	48	31	48	2	28																							6
2	1	18	1018	6										2	2	32	42	32	2	48																							6
2	1	18	1018	7										2	2	31	28	31	2	32																							6
2	1	18	1018	8										2	2	27	36	27	2	31																							6
2	1	18	1018	9										2	2	41	20	41	2	27																							6
2	1	18	1018	10										2	2	54	32	54	2	41																							6
2	1	18	1018	11										2	2	22	22	22	2	54																							6
2	1	18	1018	12										2	2	37	19	37	2	22																							6
2	1	18	1018	13										2	2	35	27	35	2	37																							6
2	1	18	1018	14										2	2	44	27	44	2	35																							6
2	1	18	1018	15										2	2	46	36	46	2	44																							6
2	1	18	1018	16						127	129	98	118.9																														6
2	1	18	1018	17						67	31	46	38.9																														6
2	1	18	1018	18						326	308	327	319.2																														6
2	1	18	1018	19						229	235	221	226.8																														6
2	1	18	1018	20						199	207	182	198																														6
2	1	18	1018	21	ant	93	102	80	91																																		6
2	1	18	1018	22	bee	78	92	74	88																																		6
2	1	18	1018	23	flamingo	59	80	64	73																																		6
2	1	18	1018	24	crane	74	83	67	80																																		6
2	1	18	1018	25	cricket	69	72	58	69												27	1	1	2	8	2	1	2	1	7	1	8	1	9	9	5	5	9	9	5	5	9	6
2	1	20	1020	1						127	128	98	121.5																														2
2	1	20	1020	2						67	40	51	44.6																														2
2	1	20	1020	3						326	322	340	325.2																														2
2	1	20	1020	4						229	233	218	229.1																														2
2	1	20	1020	5						199	183	208	194																														2
2	1	20	1020	6											1	23	23	47	NA	NA																							2
2	1	20	1020	7										2	2	48	18	48	1	23																							2
2	1	20	1020	8										2	2	24	29	24	2	48																							2
2	1	20	1020	9										2	2	27	51	27	2	24																							2
2	1	20	1020	10										2	1	33	33	57	2	27																							2
2	1	20	1020	11										2	1	28	28	45	1	33																							2
2	1	20	1020	12										2	1	45	45	34	1	28																							2
2	1	20	1020	13										2	2	41	21	41	1	45																							2
2	1	20	1020	14										2	1	22	22	45	2	41																							2
2	1	20	1020	15										2	2	41	24	41	1	22																							2
2	1	20	1020	16										2	2	30	44	30	2	41																							2
2	1	20	1020	17										1	2	53	28	53	2	30																							2
2	1	20	1020	18										2	2	34	26	34	2	53																							2
2	1	20	1020	19										2	2	36	34	36	2	34																							2
2	1	20	1020	20										2	2	30	30	30	2	36																							2
2	1	20	1020	21	ant	93	70	84	77																																		2
2	1	20	1020	22	bee	78	70	84	72																																		2
2	1	20	1020	23	flamingo	59	52	64	58																																		2
2	1	20	1020	24	crane	74	80	64	72																																		2
2	1	20	1020	25	cricket	69	75	60	70												27	0	5	7	2	6	2	7	6	4	6	3	7	3	3	8	8	6	6	5	8	6	2
2	1	21	1021	1	ant	93	35	42	38																																		3
2	1	21	1021	2	bee	78	46	55	50																																		3
2	1	21	1021	3	flamingo	59	49	59	54																																		3
2	1	21	1021	4	crane	74	72	88	81																																		3
2	1	21	1021	5	cricket	69	65	77	70																																		3
2	1	21	1021	6											1	26	26	54	NA	NA																							3
2	1	21	1021	7										1	1	27	27	26	1	26																							3
2	1	21	1021	8										2	1	16	16	40	1	27																							3
2	1	21	1021	9										2	2	47	42	47	1	16																							3
2	1	21	1021	10										2	2	28	46	28	2	47																							3
2	1	21	1021	11										2	2	61	42	61	2	28																							3
2	1	21	1021	12										2	2	40	24	40	2	61																							3
2	1	21	1021	13										2	2	27	46	27	2	40																							3
2	1	21	1021	14										2	2	48	16	48	2	27																							3
2	1	21	1021	15										2	2	43	12	43	2	48																							3
2	1	21	1021	16										2	2	29	50	29	2	43																							3
2	1	21	1021	17										2	2	40	30	40	2	29																							3
2	1	21	1021	18										2	2	38	32	38	2	40																							3
2	1	21	1021	19										2	2	35	16	35	2	38																							3
2	1	21	1021	20										2	2	45	29	45	2	35																							3
2	1	21	1021	21						127	143	122	134.2																														3
2	1	21	1021	22						67	63	80	65.9																														3
2	1	21	1021	23						326	289	309	295.7																														3
2	1	21	1021	24						229	272	257	268																														3
2	1	21	1021	25						199	214	191	207								37	1	1	3	6	4	3	6	3	6	3	6	5	6	8	3	1	7	8	5	8	7	3
2	1	22	1022	1	ant	93	28	33	29																																		4
2	1	22	1022	2	bee	78	36	44	39																																		4
2	1	22	1022	3	flamingo	59	34	40	35																																		4
2	1	22	1022	4	crane	74	31	40	33																																		4
2	1	22	1022	5	cricket	69	32	38	33																																		4
2	1	22	1022	6						127	317	315	317.5																														4
2	1	22	1022	7						67	165	156	160.1																														4
2	1	22	1022	8						326	311	327	316.4																														4
2	1	22	1022	9						229	238	222	229.1																														4
2	1	22	1022	10						199	218	191	208																														4
2	1	22	1022	11											1	42	42	53	NA	NA																							4
2	1	22	1022	12										2	1	24	24	49	1	42																							4
2	1	22	1022	13										2	2	29	34	29	1	24																							4
2	1	22	1022	14										2	1	28	28	39	2	29																							4
2	1	22	1022	15										2	1	27	27	28	1	28																							4
2	1	22	1022	16										2	1	47	47	31	1	27																							4
2	1	22	1022	17										2	1	26	26	56	1	47																							4
2	1	22	1022	18										2	1	23	23	43	1	26																							4
2	1	22	1022	19										2	2	47	8	47	1	23																							4
2	1	22	1022	20										1	2	33	46	33	2	47																							4
2	1	22	1022	21										2	1	20	20	29	2	33																							4
2	1	22	1022	22										2	2	49	40	49	1	20																							4
2	1	22	1022	23										2	1	42	42	38	2	49																							4
2	1	22	1022	24										2	1	12	12	49	1	42																							4
2	1	22	1022	25										2	2	33	25	33	1	12		0	5	7	5	7	8	8	9	5	8	5	6	4	2	6	7	4	5	6	8	5	4
2	1	24	1024	1											2	34	22	34	NA	NA																							6
2	1	24	1024	2										2	1	37	37	21	2	34																							6
2	1	24	1024	3										2	1	2	2	46	1	37																							6
2	1	24	1024	4										2	2	58	36	58	1	2																							6
2	1	24	1024	5										2	2	37	31	37	2	58																							6
2	1	24	1024	6										2	2	32	34	32	2	37																							6
2	1	24	1024	7										2	1	37	37	33	2	32																							6
2	1	24	1024	8										2	1	18	18	51	1	37																							6
2	1	24	1024	9										2	2	22	29	22	1	18																							6
